Processing file: retail.txt, Run: 1
Pattern: [46, 414] count: 26
Pattern: [49, 605] count: 26
Pattern: [49, 741] count: 26
Pattern: [49, 957] count: 26
Pattern: [49, 2524] count: 26
Pattern: [63, 1974] count: 26
Pattern: [66, 12926] count: 26
Pattern: [70, 7130] count: 26
Pattern: [77, 572] count: 26
Pattern: [90, 265] count: 26
Pattern: [148, 186] count: 26
Pattern: [151, 233] count: 26
Pattern: [157, 2165] count: 26
Pattern: [162, 865] count: 26
Pattern: [165, 683] count: 26
Pattern: [212, 433] count: 26
Pattern: [226, 741] count: 26
Pattern: [226, 1328] count: 26
Pattern: [261, 813] count: 26
Pattern: [302, 994] count: 26
Pattern: [339, 2119] count: 26
Pattern: [390, 807] count: 26
Pattern: [416, 879] count: 26
Pattern: [572, 1240] count: 26
Pattern: [590, 2600] count: 26
Pattern: [597, 1144] count: 26
Pattern: [620, 3527] count: 26
Pattern: [825, 12926] count: 26
Pattern: [985, 4062] count: 26
Pattern: [1297, 2169] count: 26
Pattern: [1480, 2664] count: 26
Pattern: [2236, 2237] count: 26
Pattern: [2242, 2630] count: 26
Pattern: [2243, 2244] count: 26
Pattern: [2538, 2539] count: 26
Pattern: [3529, 4825] count: 26
Pattern: [4198, 4199] count: 26
Pattern: [4210, 4503] count: 26
Pattern: [6083, 7541] count: 26
Pattern: [8960, 9011] count: 26
Pattern: [12, 605] count: 25
Pattern: [20, 186] count: 25
Pattern: [24, 40] count: 25
Pattern: [33, 61] count: 25
Pattern: [33, 335] count: 25
Pattern: [40, 259] count: 25
Pattern: [40, 3271] count: 25
Pattern: [42, 230] count: 25
Pattern: [42, 1199] count: 25
Pattern: [66, 272] count: 25
Pattern: [79, 2959] count: 25
Pattern: [102, 2400] count: 25
Pattern: [148, 252] count: 25
Pattern: [156, 214] count: 25
Pattern: [180, 957] count: 25
Pattern: [186, 476] count: 25
Pattern: [202, 209] count: 25
Pattern: [202, 784] count: 25
Pattern: [202, 4337] count: 25
Pattern: [268, 1843] count: 25
Pattern: [313, 2798] count: 25
Pattern: [321, 6191] count: 25
Pattern: [414, 14099] count: 25
Pattern: [415, 1372] count: 25
Pattern: [549, 1995] count: 25
Pattern: [573, 663] count: 25
Pattern: [597, 1589] count: 25
Pattern: [611, 612] count: 25
Pattern: [720, 1474] count: 25
Pattern: [728, 1655] count: 25
Pattern: [732, 1282] count: 25
Pattern: [755, 5081] count: 25
Pattern: [813, 825] count: 25
Pattern: [866, 1097] count: 25
Pattern: [957, 1292] count: 25
Pattern: [1112, 4370] count: 25
Pattern: [1146, 1185] count: 25
Pattern: [1199, 2047] count: 25
Pattern: [1215, 1345] count: 25
Pattern: [1319, 2464] count: 25
Pattern: [1369, 1373] count: 25
Pattern: [1394, 2768] count: 25
Pattern: [1596, 2209] count: 25
Pattern: [1795, 1796] count: 25
Pattern: [1934, 3837] count: 25
Pattern: [2047, 10940] count: 25
Pattern: [2136, 2168] count: 25
Pattern: [2151, 14387] count: 25
Pattern: [2239, 5729] count: 25
Pattern: [2477, 10075] count: 25
Pattern: [2593, 5290] count: 25
Pattern: [2627, 2988] count: 25
Pattern: [2811, 13042] count: 25
Pattern: [3494, 4568] count: 25
Pattern: [3684, 4547] count: 25
Pattern: [4656, 6225] count: 25
Pattern: [8069, 9844] count: 25
Pattern: [13557, 13617] count: 25
Pattern: [16156, 16218] count: 25
Pattern: [12, 31] count: 24
Pattern: [12, 187] count: 24
Pattern: [12, 1044] count: 24
Pattern: [33, 228] count: 24
Pattern: [33, 280] count: 24
Pattern: [40, 53] count: 24
Pattern: [40, 156] count: 24
Pattern: [40, 380] count: 24
Pattern: [40, 695] count: 24
Pattern: [42, 271] count: 24
Pattern: [42, 372] count: 24
Pattern: [47, 3898] count: 24
Pattern: [49, 270] count: 24
Pattern: [49, 847] count: 24
Pattern: [49, 16011] count: 24
Pattern: [50, 79] count: 24
Pattern: [66, 265] count: 24
Pattern: [80, 3617] count: 24
Pattern: [81, 2354] count: 24
Pattern: [90, 256] count: 24
Pattern: [90, 414] count: 24
Pattern: [90, 1579] count: 24
Pattern: [96, 380] count: 24
Pattern: [108, 5642] count: 24
Pattern: [124, 678] count: 24
Pattern: [180, 256] count: 24
Pattern: [235, 237] count: 24
Pattern: [243, 272] count: 24
Pattern: [256, 523] count: 24
Pattern: [260, 280] count: 24
Pattern: [273, 1334] count: 24
Pattern: [311, 523] count: 24
Pattern: [341, 480] count: 24
Pattern: [352, 390] count: 24
Pattern: [380, 4995] count: 24
Pattern: [419, 12936] count: 24
Pattern: [480, 784] count: 24
Pattern: [523, 1601] count: 24
Pattern: [648, 1035] count: 24
Pattern: [764, 3203] count: 24
Pattern: [1005, 1328] count: 24
Pattern: [1067, 3295] count: 24
Pattern: [1240, 2636] count: 24
Pattern: [1270, 1381] count: 24
Pattern: [1514, 2943] count: 24
Pattern: [2172, 2300] count: 24
Pattern: [2482, 4687] count: 24
Pattern: [2630, 4071] count: 24
Pattern: [2721, 2843] count: 24
Pattern: [3176, 4216] count: 24
Pattern: [4171, 5075] count: 24
Pattern: [4564, 10516] count: 24
Pattern: [4644, 5249] count: 24
Pattern: [6149, 10428] count: 24
Pattern: [8986, 10539] count: 24
Pattern: [10449, 10652] count: 24
Pattern: [12930, 16218] count: 24
Pattern: [14099, 16011] count: 24
Pattern: [14635, 15833] count: 24
Pattern: [3, 2998] count: 23
Pattern: [10, 250] count: 23
Pattern: [20, 40] count: 23
Pattern: [20, 102] count: 23
Pattern: [28, 2211] count: 23
Pattern: [33, 157] count: 23
Pattern: [37, 1328] count: 23
Pattern: [40, 704] count: 23
Pattern: [42, 250] count: 23
Pattern: [42, 813] count: 23
Pattern: [42, 847] count: 23
Pattern: [49, 272] count: 23
Pattern: [49, 341] count: 23
Pattern: [49, 489] count: 23
Pattern: [49, 784] count: 23
Pattern: [49, 856] count: 23
Pattern: [50, 593] count: 23
Pattern: [56, 111] count: 23
Pattern: [66, 439] count: 23
Pattern: [77, 2636] count: 23
Pattern: [79, 2165] count: 23
Pattern: [95, 2270] count: 23
Pattern: [124, 226] count: 23
Pattern: [157, 714] count: 23
Pattern: [165, 168] count: 23
Pattern: [171, 1328] count: 23
Pattern: [180, 1405] count: 23
Pattern: [202, 256] count: 23
Pattern: [205, 4699] count: 23
Pattern: [230, 256] count: 23
Pattern: [238, 287] count: 23
Pattern: [261, 825] count: 23
Pattern: [271, 773] count: 23
Pattern: [308, 3258] count: 23
Pattern: [310, 1081] count: 23
Pattern: [320, 960] count: 23
Pattern: [339, 534] count: 23
Pattern: [489, 2524] count: 23
Pattern: [535, 1601] count: 23
Pattern: [624, 5772] count: 23
Pattern: [705, 3280] count: 23
Pattern: [760, 5969] count: 23
Pattern: [773, 3271] count: 23
Pattern: [796, 1820] count: 23
Pattern: [799, 2627] count: 23
Pattern: [806, 1104] count: 23
Pattern: [807, 1027] count: 23
Pattern: [1159, 10447] count: 23
Pattern: [1591, 2806] count: 23
Pattern: [1651, 2210] count: 23
Pattern: [1716, 2326] count: 23
Pattern: [3694, 3978] count: 23
Pattern: [11561, 11841] count: 23
Pattern: [12944, 15619] count: 23
Pattern: [13189, 13213] count: 23
Pattern: [10, 705] count: 22
Pattern: [19, 226] count: 22
Pattern: [20, 857] count: 22
Pattern: [33, 152] count: 22
Pattern: [33, 406] count: 22
Pattern: [33, 957] count: 22
Pattern: [33, 1987] count: 22
Pattern: [37, 311] count: 22
Pattern: [38, 148] count: 22
Pattern: [38, 287] count: 22
Pattern: [40, 1005] count: 22
Pattern: [40, 1436] count: 22
Pattern: [49, 63] count: 22
Pattern: [49, 695] count: 22
Pattern: [49, 1053] count: 22
Pattern: [49, 1586] count: 22
Pattern: [54, 15833] count: 22
Pattern: [61, 414] count: 22
Pattern: [77, 375] count: 22
Pattern: [83, 117] count: 22
Pattern: [108, 109] count: 22
Pattern: [109, 549] count: 22
Pattern: [118, 1860] count: 22
Pattern: [148, 1005] count: 22
Pattern: [187, 593] count: 22
Pattern: [193, 2364] count: 22
Pattern: [209, 790] count: 22
Pattern: [260, 397] count: 22
Pattern: [260, 2400] count: 22
Pattern: [265, 1210] count: 22
Pattern: [302, 605] count: 22
Pattern: [311, 408] count: 22
Pattern: [339, 1873] count: 22
Pattern: [372, 1591] count: 22
Pattern: [439, 2226] count: 22
Pattern: [439, 10445] count: 22
Pattern: [449, 6099] count: 22
Pattern: [465, 13042] count: 22
Pattern: [534, 1987] count: 22
Pattern: [590, 1362] count: 22
Pattern: [624, 1166] count: 22
Pattern: [678, 3965] count: 22
Pattern: [704, 12934] count: 22
Pattern: [843, 2992] count: 22
Pattern: [852, 2627] count: 22
Pattern: [932, 1370] count: 22
Pattern: [939, 1004] count: 22
Pattern: [1047, 7933] count: 22
Pattern: [1161, 1162] count: 22
Pattern: [1179, 1589] count: 22
Pattern: [1211, 1715] count: 22
Pattern: [1686, 3857] count: 22
Pattern: [1694, 14099] count: 22
Pattern: [1737, 3035] count: 22
Pattern: [2028, 4807] count: 22
Pattern: [2047, 10657] count: 22
Pattern: [2052, 5125] count: 22
Pattern: [2076, 3273] count: 22
Pattern: [2338, 4341] count: 22
Pattern: [2399, 4801] count: 22
Pattern: [2634, 2787] count: 22
Pattern: [2879, 3161] count: 22
Pattern: [3056, 4745] count: 22
Pattern: [3403, 3538] count: 22
Pattern: [3578, 6826] count: 22
Pattern: [7647, 16218] count: 22
Pattern: [9670, 10968] count: 22
Pattern: [10542, 10574] count: 22
Pattern: [10, 1199] count: 21
Pattern: [11, 33] count: 21
Pattern: [12, 490] count: 21
Pattern: [19, 49] count: 21
Pattern: [33, 261] count: 21
Pattern: [33, 270] count: 21
Pattern: [33, 523] count: 21
Pattern: [33, 10447] count: 21
Pattern: [33, 16218] count: 21
Pattern: [37, 90] count: 21
Pattern: [37, 741] count: 21
Pattern: [38, 111] count: 21
Pattern: [40, 341] count: 21
Pattern: [40, 385] count: 21
Pattern: [40, 1815] count: 21
Pattern: [40, 3617] count: 21
Pattern: [40, 12944] count: 21
Pattern: [42, 259] count: 21
Pattern: [49, 1784] count: 21
Pattern: [49, 2330] count: 21
Pattern: [50, 202] count: 21
Pattern: [66, 151] count: 21
Pattern: [66, 678] count: 21
Pattern: [90, 741] count: 21
Pattern: [102, 397] count: 21
Pattern: [102, 534] count: 21
Pattern: [109, 1068] count: 21
Pattern: [118, 1250] count: 21
Pattern: [156, 2187] count: 21
Pattern: [162, 15619] count: 21
Pattern: [167, 168] count: 21
Pattern: [177, 1026] count: 21
Pattern: [180, 476] count: 21
Pattern: [186, 480] count: 21
Pattern: [202, 948] count: 21
Pattern: [237, 2747] count: 21
Pattern: [243, 2761] count: 21
Pattern: [250, 605] count: 21
Pattern: [259, 260] count: 21
Pattern: [261, 536] count: 21
Pattern: [273, 2187] count: 21
Pattern: [339, 813] count: 21
Pattern: [380, 1316] count: 21
Pattern: [390, 512] count: 21
Pattern: [393, 850] count: 21
Pattern: [400, 4732] count: 21
Pattern: [414, 1715] count: 21
Pattern: [477, 3982] count: 21
Pattern: [489, 1083] count: 21
Pattern: [500, 5324] count: 21
Pattern: [515, 897] count: 21
Pattern: [523, 4995] count: 21
Pattern: [548, 550] count: 21
Pattern: [598, 10075] count: 21
Pattern: [652, 15833] count: 21
Pattern: [654, 754] count: 21
Pattern: [665, 856] count: 21
Pattern: [704, 12936] count: 21
Pattern: [758, 2365] count: 21
Pattern: [773, 3293] count: 21
Pattern: [920, 922] count: 21
Pattern: [939, 3484] count: 21
Pattern: [967, 988] count: 21
Pattern: [1002, 4171] count: 21
Pattern: [1104, 1429] count: 21
Pattern: [1154, 1155] count: 21
Pattern: [1204, 3915] count: 21
Pattern: [1482, 3087] count: 21
Pattern: [1601, 2524] count: 21
Pattern: [1610, 14954] count: 21
Pattern: [1853, 5547] count: 21
Pattern: [1915, 2652] count: 21
Pattern: [2185, 15833] count: 21
Pattern: [2478, 6354] count: 21
Pattern: [2570, 4982] count: 21
Pattern: [2777, 4874] count: 21
Pattern: [2854, 2855] count: 21
Pattern: [2958, 5532] count: 21
Pattern: [3322, 6225] count: 21
Pattern: [3541, 4775] count: 21
Pattern: [4295, 4557] count: 21
Pattern: [4503, 10697] count: 21
Pattern: [4912, 4974] count: 21
Pattern: [5783, 6267] count: 21
Pattern: [7206, 9908] count: 21
Pattern: [10502, 10563] count: 21
Pattern: [10624, 10692] count: 21
Pattern: [12930, 13175] count: 21
Pattern: [13042, 15619] count: 21
Pattern: [13314, 13785] count: 21
Pattern: [16, 3684] count: 20
Pattern: [32, 1579] count: 20
Pattern: [32, 12926] count: 20
Pattern: [33, 549] count: 20
Pattern: [33, 682] count: 20
Pattern: [37, 40] count: 20
Pattern: [37, 256] count: 20
Pattern: [40, 210] count: 20
Pattern: [40, 252] count: 20
Pattern: [40, 375] count: 20
Pattern: [40, 408] count: 20
Pattern: [40, 1514] count: 20
Pattern: [40, 8979] count: 20
Pattern: [42, 46] count: 20
Pattern: [42, 302] count: 20
Pattern: [42, 489] count: 20
Pattern: [42, 957] count: 20
Pattern: [42, 1005] count: 20
Pattern: [49, 247] count: 20
Pattern: [49, 271] count: 20
Pattern: [50, 311] count: 20
Pattern: [50, 1328] count: 20
Pattern: [63, 10805] count: 20
Pattern: [66, 80] count: 20
Pattern: [80, 148] count: 20
Pattern: [84, 339] count: 20
Pattern: [95, 3663] count: 20
Pattern: [104, 512] count: 20
Pattern: [104, 6129] count: 20
Pattern: [124, 593] count: 20
Pattern: [171, 226] count: 20
Pattern: [179, 1355] count: 20
Pattern: [187, 810] count: 20
Pattern: [193, 2365] count: 20
Pattern: [204, 230] count: 20
Pattern: [228, 769] count: 20
Pattern: [238, 1328] count: 20
Pattern: [274, 2534] count: 20
Pattern: [290, 2801] count: 20
Pattern: [302, 414] count: 20
Pattern: [311, 439] count: 20
Pattern: [315, 985] count: 20
Pattern: [346, 1394] count: 20
Pattern: [419, 582] count: 20
Pattern: [439, 12944] count: 20
Pattern: [480, 790] count: 20
Pattern: [482, 741] count: 20
Pattern: [486, 564] count: 20
Pattern: [534, 1328] count: 20
Pattern: [545, 1715] count: 20
Pattern: [551, 977] count: 20
Pattern: [581, 7263] count: 20
Pattern: [593, 678] count: 20
Pattern: [705, 1114] count: 20
Pattern: [786, 1069] count: 20
Pattern: [798, 1155] count: 20
Pattern: [799, 852] count: 20
Pattern: [809, 10612] count: 20
Pattern: [813, 1868] count: 20
Pattern: [831, 1013] count: 20
Pattern: [838, 1005] count: 20
Pattern: [979, 1548] count: 20
Pattern: [1017, 1326] count: 20
Pattern: [1055, 2047] count: 20
Pattern: [1059, 3457] count: 20
Pattern: [1234, 2426] count: 20
Pattern: [1394, 4976] count: 20
Pattern: [1570, 4177] count: 20
Pattern: [1571, 3411] count: 20
Pattern: [1662, 3763] count: 20
Pattern: [1774, 8868] count: 20
Pattern: [1995, 2624] count: 20
Pattern: [2169, 2384] count: 20
Pattern: [2185, 16218] count: 20
Pattern: [2264, 2516] count: 20
Pattern: [2364, 7870] count: 20
Pattern: [2789, 2815] count: 20
Pattern: [3036, 4210] count: 20
Pattern: [3056, 5340] count: 20
Pattern: [3131, 3897] count: 20
Pattern: [3134, 3136] count: 20
Pattern: [3135, 3261] count: 20
Pattern: [3195, 3757] count: 20
Pattern: [3269, 3270] count: 20
Pattern: [3271, 14099] count: 20
Pattern: [3322, 4656] count: 20
Pattern: [4317, 5125] count: 20
Pattern: [4341, 5604] count: 20
Pattern: [4345, 13042] count: 20
Pattern: [4584, 5072] count: 20
Pattern: [4734, 4735] count: 20
Pattern: [6616, 9264] count: 20
Pattern: [6631, 10543] count: 20
Pattern: [7745, 8868] count: 20
Pattern: [10447, 12947] count: 20
Pattern: [12926, 13190] count: 20
Pattern: [13616, 13787] count: 20
Pattern: [15619, 16011] count: 20
Pattern: [12, 784] count: 19
Pattern: [24, 118] count: 19
Pattern: [33, 302] count: 19
Pattern: [33, 2116] count: 19
Pattern: [40, 640] count: 19
Pattern: [40, 712] count: 19
Pattern: [40, 1197] count: 19
Pattern: [40, 2052] count: 19
Pattern: [40, 2389] count: 19
Pattern: [49, 187] count: 19
Pattern: [49, 390] count: 19
Pattern: [49, 1601] count: 19
Pattern: [49, 1660] count: 19
Pattern: [50, 1873] count: 19
Pattern: [61, 784] count: 19
Pattern: [61, 1418] count: 19
Pattern: [62, 10075] count: 19
Pattern: [63, 534] count: 19
Pattern: [66, 1005] count: 19
Pattern: [77, 480] count: 19
Pattern: [79, 1147] count: 19
Pattern: [102, 280] count: 19
Pattern: [102, 450] count: 19
Pattern: [124, 292] count: 19
Pattern: [166, 168] count: 19
Pattern: [171, 1147] count: 19
Pattern: [171, 2239] count: 19
Pattern: [202, 439] count: 19
Pattern: [204, 399] count: 19
Pattern: [214, 1362] count: 19
Pattern: [230, 408] count: 19
Pattern: [250, 311] count: 19
Pattern: [272, 390] count: 19
Pattern: [311, 427] count: 19
Pattern: [339, 476] count: 19
Pattern: [341, 590] count: 19
Pattern: [371, 372] count: 19
Pattern: [389, 1440] count: 19
Pattern: [414, 476] count: 19
Pattern: [426, 523] count: 19
Pattern: [480, 14099] count: 19
Pattern: [496, 1546] count: 19
Pattern: [523, 2192] count: 19
Pattern: [537, 2131] count: 19
Pattern: [550, 939] count: 19
Pattern: [551, 1250] count: 19
Pattern: [571, 1843] count: 19
Pattern: [588, 3432] count: 19
Pattern: [650, 825] count: 19
Pattern: [650, 13444] count: 19
Pattern: [676, 1161] count: 19
Pattern: [683, 684] count: 19
Pattern: [744, 1915] count: 19
Pattern: [745, 5454] count: 19
Pattern: [800, 974] count: 19
Pattern: [802, 2477] count: 19
Pattern: [817, 1897] count: 19
Pattern: [942, 3505] count: 19
Pattern: [980, 4976] count: 19
Pattern: [1063, 1334] count: 19
Pattern: [1068, 2012] count: 19
Pattern: [1114, 2344] count: 19
Pattern: [1159, 12947] count: 19
Pattern: [1261, 2727] count: 19
Pattern: [1373, 3463] count: 19
Pattern: [1429, 1528] count: 19
Pattern: [1603, 4267] count: 19
Pattern: [1839, 4614] count: 19
Pattern: [1961, 5249] count: 19
Pattern: [1992, 4050] count: 19
Pattern: [1995, 2875] count: 19
Pattern: [2118, 2119] count: 19
Pattern: [2285, 4106] count: 19
Pattern: [2506, 4558] count: 19
Pattern: [2515, 5406] count: 19
Pattern: [2553, 2698] count: 19
Pattern: [2748, 5503] count: 19
Pattern: [2917, 10454] count: 19
Pattern: [3784, 6603] count: 19
Pattern: [4361, 4745] count: 19
Pattern: [9204, 12752] count: 19
Pattern: [9618, 9665] count: 19
Pattern: [12930, 12960] count: 19
Pattern: [14934, 15346] count: 19
Pattern: [15128, 15259] count: 19
Pattern: [10, 186] count: 18
Pattern: [10, 948] count: 18
Pattern: [10, 14099] count: 18
Pattern: [11, 42] count: 18
Pattern: [12, 90] count: 18
Pattern: [20, 476] count: 18
Pattern: [31, 238] count: 18
Pattern: [33, 46] count: 18
Pattern: [33, 10452] count: 18
Pattern: [38, 238] count: 18
Pattern: [40, 914] count: 18
Pattern: [40, 979] count: 18
Pattern: [42, 180] count: 18
Pattern: [42, 3271] count: 18
Pattern: [49, 202] count: 18
Pattern: [49, 682] count: 18
Pattern: [49, 2119] count: 18
Pattern: [50, 3271] count: 18
Pattern: [66, 397] count: 18
Pattern: [66, 10447] count: 18
Pattern: [80, 238] count: 18
Pattern: [80, 1005] count: 18
Pattern: [80, 1328] count: 18
Pattern: [81, 413] count: 18
Pattern: [90, 406] count: 18
Pattern: [90, 1147] count: 18
Pattern: [95, 10516] count: 18
Pattern: [102, 226] count: 18
Pattern: [108, 137] count: 18
Pattern: [124, 162] count: 18
Pattern: [124, 571] count: 18
Pattern: [124, 917] count: 18
Pattern: [137, 550] count: 18
Pattern: [148, 272] count: 18
Pattern: [151, 491] count: 18
Pattern: [151, 650] count: 18
Pattern: [176, 2407] count: 18
Pattern: [189, 1317] count: 18
Pattern: [200, 5783] count: 18
Pattern: [206, 2438] count: 18
Pattern: [207, 250] count: 18
Pattern: [226, 256] count: 18
Pattern: [229, 2934] count: 18
Pattern: [243, 765] count: 18
Pattern: [256, 590] count: 18
Pattern: [262, 530] count: 18
Pattern: [262, 1873] count: 18
Pattern: [265, 302] count: 18
Pattern: [265, 1784] count: 18
Pattern: [268, 2171] count: 18
Pattern: [271, 390] count: 18
Pattern: [311, 335] count: 18
Pattern: [332, 333] count: 18
Pattern: [339, 654] count: 18
Pattern: [341, 790] count: 18
Pattern: [380, 1997] count: 18
Pattern: [405, 10799] count: 18
Pattern: [425, 1809] count: 18
Pattern: [426, 830] count: 18
Pattern: [433, 434] count: 18
Pattern: [450, 2574] count: 18
Pattern: [465, 605] count: 18
Pattern: [513, 3994] count: 18
Pattern: [534, 593] count: 18
Pattern: [534, 2670] count: 18
Pattern: [561, 2536] count: 18
Pattern: [562, 1157] count: 18
Pattern: [593, 2047] count: 18
Pattern: [605, 784] count: 18
Pattern: [696, 3624] count: 18
Pattern: [716, 2070] count: 18
Pattern: [730, 731] count: 18
Pattern: [742, 5454] count: 18
Pattern: [761, 5151] count: 18
Pattern: [762, 4802] count: 18
Pattern: [767, 1705] count: 18
Pattern: [814, 5511] count: 18
Pattern: [825, 1815] count: 18
Pattern: [847, 1345] count: 18
Pattern: [857, 2092] count: 18
Pattern: [866, 2517] count: 18
Pattern: [1017, 1018] count: 18
